User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
21.71,-51.36,60,Low,63.69,1,458.23,5.0,64.56,21.21,Good
2.09,-70.36,65,Medium,476.9,0,450.44,13.18,45.18,80.39,Moderate
2.23,-80.33,64,High,402.82,0,582.81,18.16,2.64,120.79,Poor
11.99,-107.41,36,Low,848.98,1,729.44,30.0,5.95,60.92,Poor
12.72,-120.0,95,Medium,1014.69,2,729.69,30.0,1.0,112.8,Poor
1.89,-50.0,46,Low,71.91,0,532.43,5.0,98.83,9.12,Good
1.54,-84.64,11,Medium,554.34,0,311.77,20.32,23.92,85.23,Moderate
12.4,-86.58,29,Medium,572.26,2,520.55,21.29,2.88,72.07,Poor
22.18,-84.66,63,Medium,490.8,1,476.69,20.33,1.0,81.37,Poor
1.23,-86.11,14,Medium,507.26,0,457.17,21.05,17.08,91.0,Moderate
12.25,-95.92,47,High,652.27,3,647.37,25.96,1.0,144.24,Poor
0.15,-80.53,93,High,528.71,0,413.94,18.27,13.93,107.97,Poor
27.67,-91.0,17,Medium,663.21,2,645.22,23.5,1.0,77.17,Poor
18.71,-58.97,26,Low,362.81,3,458.66,7.48,59.7,27.8,Good
25.64,-92.08,34,Medium,617.79,2,671.5,24.04,1.0,82.08,Poor
13.73,-100.79,16,Medium,739.73,2,678.8,28.39,1.0,105.9,Poor
10.99,-76.48,42,Medium,531.85,1,422.17,16.24,11.13,79.89,Poor
1.02,-65.39,17,Low,278.1,0,459.97,10.69,83.86,24.89,Good
19.79,-106.94,89,Medium,827.3,3,684.51,30.0,1.0,98.37,Poor
21.12,-89.58,60,Low,668.94,2,504.51,22.79,7.5,47.5,Poor
2.47,-69.97,35,Low,244.32,0,520.91,12.98,66.12,29.44,Good
0.12,-113.03,92,Medium,979.86,0,680.97,30.0,1.0,105.5,Poor
1.88,-111.37,81,High,847.67,0,662.86,30.0,1.0,148.55,Poor
13.2,-89.47,53,Low,603.06,2,526.17,22.73,22.39,48.96,Moderate
10.56,-116.63,97,Medium,924.87,1,687.07,30.0,1.0,115.65,Poor
9.4,-81.72,33,Low,445.7,0,514.96,18.86,39.11,45.62,Moderate
24.56,-95.29,32,Low,680.08,3,672.72,25.65,1.0,44.37,Poor
11.1,-100.39,29,Low,860.22,1,757.0,28.2,14.05,35.26,Poor
11.32,-68.53,45,Low,307.15,3,373.61,12.27,51.63,34.12,Good
13.02,-86.81,35,Medium,551.68,3,475.36,21.41,4.95,118.88,Poor
0.55,-70.77,39,Medium,358.88,0,483.04,13.38,40.38,92.99,Moderate
10.34,-90.72,94,Low,590.78,0,729.52,23.36,31.1,45.19,Moderate
22.96,-64.12,30,Medium,274.65,2,491.69,10.06,15.52,70.76,Moderate
9.76,-84.4,82,Low,486.62,1,548.4,20.2,35.01,64.93,Moderate
1.39,-93.38,87,Medium,632.16,0,716.56,24.69,15.74,77.74,Moderate
1.96,-83.91,81,Medium,612.38,0,484.07,19.96,16.86,83.05,Moderate
1.14,-95.4,28,High,711.68,0,698.62,25.7,1.0,122.94,Poor
18.03,-58.07,35,High,167.86,3,528.95,7.04,13.19,95.41,Poor
17.34,-105.85,63,Medium,800.93,2,768.17,30.0,1.0,92.27,Poor
1.67,-111.02,29,Low,922.64,0,667.78,30.0,14.73,78.98,Poor
22.33,-97.49,40,Low,697.97,3,598.28,26.74,1.0,55.76,Poor
10.52,-95.86,50,Medium,628.26,1,687.88,25.93,2.43,90.83,Poor
13.4,-82.46,38,Medium,599.5,3,496.14,19.23,16.95,97.13,Moderate
0.45,-73.94,98,Low,397.6,0,416.68,14.97,65.05,37.75,Good
26.98,-79.81,50,Medium,477.4,4,531.95,17.9,1.0,83.61,Poor
24.5,-93.47,45,Medium,643.75,2,637.31,24.74,1.0,75.51,Poor
1.0,-84.13,52,Medium,520.15,0,550.85,20.06,21.95,72.67,Moderate
12.9,-95.04,30,Low,683.91,2,744.25,25.52,6.37,36.17,Poor
1.04,-100.95,81,Medium,712.86,0,804.89,28.48,6.13,106.43,Poor
1.15,-88.79,23,High,664.37,0,498.34,22.4,1.0,118.31,Poor
8.47,-69.28,80,Low,316.72,0,420.02,12.64,62.47,28.27,Good
13.13,-99.33,19,High,732.63,3,520.78,27.67,1.0,150.56,Poor
1.64,-83.69,63,High,470.62,0,461.97,19.85,1.0,117.42,Poor
9.0,-72.73,37,Low,435.8,0,565.52,14.37,59.16,26.21,Good
8.61,-75.1,36,Medium,459.63,1,583.93,15.55,29.56,83.4,Moderate
16.78,-106.58,83,Medium,923.89,2,715.02,30.0,1.0,97.04,Poor
11.54,-64.32,75,Low,335.85,1,465.61,10.16,60.63,20.11,Good
1.8,-88.69,10,Medium,498.36,0,418.78,22.34,10.7,83.86,Poor
10.12,-61.3,56,Low,258.47,1,489.41,8.65,72.49,34.15,Good
1.31,-87.13,100,Medium,581.01,0,469.79,21.57,28.24,83.42,Moderate
9.8,-89.24,30,Medium,590.76,1,464.1,22.62,1.0,84.77,Poor
2.53,-93.95,13,Low,699.6,0,585.49,24.97,41.47,63.65,Moderate
10.6,-94.16,69,Low,678.95,1,687.01,25.08,18.4,74.23,Moderate
2.53,-88.97,74,High,589.59,0,465.53,22.49,1.0,128.36,Poor
2.67,-101.54,56,Medium,735.77,0,782.48,28.77,1.0,93.77,Poor
2.19,-81.07,69,Medium,518.9,0,575.83,18.53,21.59,73.47,Moderate
1.23,-90.01,72,Medium,633.73,0,685.28,23.01,24.45,90.01,Moderate
1.44,-82.9,52,Medium,590.83,0,502.25,19.45,21.96,86.13,Moderate
2.41,-94.35,60,Medium,652.96,0,744.5,25.18,9.38,87.42,Poor
0.84,-83.68,44,Medium,454.38,0,450.51,19.84,25.69,92.92,Moderate
0.96,-99.15,32,Medium,773.27,0,706.89,27.57,1.0,95.92,Poor
11.19,-103.97,78,High,802.52,1,698.46,29.99,1.0,150.17,Poor
1.02,-81.39,10,Low,440.71,0,378.16,18.69,53.83,52.82,Moderate
19.51,-80.2,22,Medium,504.11,2,589.85,18.1,12.16,82.81,Poor
1.64,-95.16,67,Low,683.46,0,724.81,25.58,32.39,66.2,Moderate
1.94,-64.21,64,Low,356.93,0,498.33,10.1,75.22,24.96,Good
0.01,-66.69,77,High,253.07,0,578.61,11.35,26.74,106.92,Poor
1.72,-81.61,65,Low,513.31,0,496.58,18.81,59.26,51.9,Moderate
10.05,-83.26,79,Low,611.21,1,491.54,19.63,39.58,42.72,Moderate
1.63,-93.45,87,High,656.73,0,799.82,24.73,1.0,132.81,Poor
0.75,-112.28,75,Medium,974.88,0,725.76,30.0,1.0,121.38,Poor
12.58,-90.97,99,High,567.55,2,666.77,23.48,1.0,147.2,Poor
11.34,-74.35,72,High,370.83,1,495.74,15.18,1.0,97.68,Poor
1.33,-98.8,88,Medium,714.62,0,800.64,27.4,1.0,96.75,Poor
25.37,-64.2,76,Low,249.31,3,536.73,10.1,47.82,32.01,Good
0.13,-90.8,49,Medium,643.18,0,686.2,23.4,18.56,84.59,Moderate
13.89,-80.61,91,Low,500.31,2,457.44,18.31,39.2,32.29,Moderate
0.99,-84.62,51,Low,568.86,0,461.77,20.31,52.33,44.17,Good
1.66,-104.82,24,Low,857.88,0,657.46,30.0,13.98,57.25,Poor
24.93,-94.3,58,Medium,608.23,2,692.26,25.15,1.0,108.92,Poor
1.63,-86.67,78,Low,632.52,0,442.91,21.33,38.83,34.38,Moderate
1.26,-89.25,32,Low,595.3,0,462.21,22.63,38.15,47.72,Moderate
13.29,-76.82,23,Medium,401.92,2,472.87,16.41,14.75,90.47,Poor
2.0,-93.2,77,High,689.82,0,735.71,24.6,1.0,144.62,Poor
1.75,-97.6,25,Medium,729.97,0,808.79,26.8,1.0,109.3,Poor
27.08,-82.79,44,Medium,511.76,3,541.3,19.4,1.0,77.07,Poor
24.9,-78.3,25,Medium,428.84,3,457.81,17.15,1.0,52.91,Poor
2.47,-76.48,24,Medium,451.88,0,477.91,16.24,41.11,89.33,Moderate
2.17,-83.45,27,High,529.74,0,507.51,19.72,1.0,120.74,Poor
2.02,-94.65,65,Low,774.74,0,561.53,25.32,30.15,57.25,Moderate
2.58,-111.42,89,Low,927.85,0,669.57,30.0,14.3,60.34,Poor
12.87,-62.97,38,Medium,279.55,1,477.08,9.48,38.39,77.94,Moderate
0.42,-111.18,87,High,809.71,0,801.65,30.0,1.0,142.92,Poor
19.77,-97.91,98,Low,666.02,1,679.19,26.95,3.17,79.76,Poor
0.13,-77.23,91,High,516.23,0,476.37,16.61,11.62,123.99,Poor
26.44,-111.15,89,Low,953.13,2,616.0,30.0,1.0,54.46,Poor
12.65,-70.39,15,High,313.52,2,427.18,13.2,4.5,122.5,Poor
27.63,-83.3,73,Low,574.51,2,538.74,19.65,10.47,43.25,Poor
25.35,-72.3,58,High,425.64,2,395.8,14.15,1.0,110.62,Poor
13.25,-82.71,17,Low,508.8,1,500.43,19.35,33.25,37.94,Moderate
12.72,-68.48,91,Medium,338.91,2,499.89,12.24,36.7,79.22,Moderate
20.26,-89.5,46,Medium,607.07,1,506.04,22.75,1.0,107.21,Poor
13.36,-108.86,71,Medium,867.89,2,619.04,30.0,1.0,93.7,Poor
0.44,-81.89,17,Low,556.66,0,493.61,18.95,52.62,52.21,Moderate
20.9,-82.85,95,Medium,591.5,3,426.41,19.42,1.0,90.7,Poor
23.94,-64.84,10,Low,381.17,4,417.26,10.42,39.49,44.22,Moderate
2.71,-75.01,43,Medium,442.58,0,492.91,15.51,35.24,77.49,Moderate
18.19,-90.21,34,Medium,623.39,1,677.09,23.1,1.0,77.12,Poor
9.64,-88.82,47,High,664.68,1,531.3,22.41,1.0,124.58,Poor
27.58,-82.37,61,High,512.55,3,416.47,19.19,1.0,134.64,Poor
9.69,-85.69,16,Medium,582.28,0,315.76,20.84,9.36,96.85,Poor
12.85,-85.54,77,High,631.75,1,542.26,20.77,1.0,137.33,Poor
13.63,-67.76,34,Low,343.33,3,540.69,11.88,56.73,33.77,Good
10.51,-85.16,46,Medium,577.62,1,531.36,20.58,9.49,80.62,Poor
2.44,-85.85,14,Low,541.0,0,379.18,20.92,49.8,39.16,Good
0.09,-95.75,52,Medium,658.47,0,675.38,25.88,11.36,91.17,Poor
10.08,-97.4,39,Low,743.7,0,691.86,26.7,21.94,74.34,Moderate
1.71,-57.87,29,Low,170.42,0,526.3,6.94,85.15,43.71,Good
11.79,-72.16,41,Low,318.73,2,502.8,14.08,58.01,26.42,Good
0.87,-56.73,65,High,144.35,0,491.25,6.37,36.32,100.64,Poor
8.74,-84.48,16,Low,651.72,1,480.39,20.24,34.24,36.17,Moderate
2.61,-87.16,74,Medium,505.32,0,535.69,21.58,23.74,75.4,Moderate
1.52,-50.0,57,Low,65.27,0,542.09,5.0,99.52,28.89,Good
1.58,-108.12,11,Low,859.46,0,590.22,30.0,4.13,68.87,Poor
24.86,-79.11,47,Low,434.21,4,396.06,17.56,23.13,40.67,Moderate
2.33,-81.48,50,Medium,465.37,0,469.26,18.74,29.73,69.72,Moderate
0.75,-78.91,81,Low,380.24,0,438.55,17.45,59.58,25.73,Good
0.52,-80.99,100,High,525.69,0,499.71,18.5,3.65,117.49,Poor
25.59,-58.47,34,Low,109.66,4,521.08,7.23,58.05,13.28,Good
8.99,-80.25,34,Low,534.08,1,513.55,18.13,40.77,47.8,Good
10.11,-53.19,76,Low,113.53,1,585.82,5.0,79.43,31.4,Good
0.38,-81.06,17,High,447.85,0,393.64,18.53,12.31,125.71,Poor
22.12,-95.22,51,Medium,716.87,1,812.29,25.61,1.0,87.77,Poor
11.55,-85.43,10,High,477.19,3,368.38,20.72,1.0,129.39,Poor
13.83,-52.44,90,Medium,210.67,1,482.15,5.0,46.45,55.99,Moderate
1.07,-80.13,31,Low,536.98,0,523.01,18.06,60.48,47.96,Good
19.57,-77.6,55,Medium,499.0,1,542.49,16.8,1.0,84.38,Poor
1.81,-79.59,30,Low,419.18,0,532.87,17.79,59.57,29.53,Good
8.82,-56.13,23,High,171.07,0,484.01,6.06,27.95,110.88,Poor
1.82,-79.04,74,Medium,486.95,0,527.86,17.52,34.41,65.37,Moderate
0.02,-74.38,87,Low,467.63,0,557.35,15.19,72.41,38.24,Good
2.52,-106.94,45,Medium,794.94,0,765.06,30.0,1.0,89.35,Poor
0.15,-61.21,65,Low,241.63,0,521.1,8.61,85.13,29.34,Good
10.52,-84.73,25,Low,522.54,0,528.96,20.37,36.55,67.37,Moderate
9.97,-85.71,57,High,461.79,0,562.51,20.85,1.0,120.22,Poor
2.08,-65.83,92,Low,223.67,0,436.99,10.92,68.57,31.49,Good
1.85,-110.92,79,Low,870.68,0,726.08,30.0,15.83,63.96,Moderate
20.42,-93.65,84,High,586.8,1,734.71,24.82,1.0,108.69,Poor
24.88,-67.94,13,Medium,262.85,3,389.72,11.97,12.94,89.07,Poor
2.59,-92.2,83,Medium,664.5,0,720.37,24.1,5.97,115.15,Poor
11.59,-110.95,47,Medium,836.43,3,602.05,30.0,1.0,94.92,Poor
2.68,-84.74,28,Low,471.83,0,513.0,20.37,32.02,64.09,Moderate
13.8,-76.92,75,Low,355.67,1,671.11,16.46,45.17,46.05,Good
8.85,-74.83,60,High,337.53,0,479.41,15.42,1.0,113.31,Poor
13.43,-76.64,45,Medium,441.25,1,500.81,16.32,13.82,86.54,Poor
9.28,-76.51,12,Low,348.78,1,398.54,16.26,45.17,43.09,Good
0.26,-88.84,95,Low,549.53,0,491.72,22.42,52.81,42.23,Good
10.79,-101.65,49,High,779.71,1,665.76,28.83,1.0,137.67,Poor
0.64,-77.67,65,Medium,451.63,0,495.05,16.83,37.86,83.42,Moderate
8.53,-89.43,17,Medium,644.55,1,405.2,22.72,6.38,82.71,Poor
2.24,-112.7,78,Low,859.24,0,610.5,30.0,1.31,64.39,Poor
13.22,-66.2,10,Low,305.56,3,548.6,11.1,55.22,35.57,Good
13.07,-85.55,27,Medium,546.85,3,445.04,20.78,10.96,86.37,Poor
13.43,-73.69,55,Medium,402.61,3,473.17,14.85,24.45,74.01,Moderate
0.51,-73.48,37,Medium,390.98,0,450.03,14.74,40.01,52.31,Moderate
2.03,-101.63,96,Low,808.38,0,677.39,28.81,14.11,62.8,Poor
0.83,-78.95,72,High,463.36,0,472.68,17.47,1.0,121.72,Poor
2.22,-81.57,74,Medium,485.74,0,506.47,18.78,30.0,78.29,Moderate
18.67,-64.52,51,Low,315.19,1,457.2,10.26,52.45,30.45,Good
10.4,-90.96,59,Low,697.05,1,691.34,23.48,22.27,40.76,Moderate
9.88,-91.62,90,Medium,650.41,1,768.81,23.81,1.0,82.21,Poor
10.76,-83.97,91,Medium,492.77,1,508.71,19.98,14.38,79.8,Poor
9.07,-90.18,67,Medium,549.57,0,608.46,23.09,1.0,85.92,Poor
0.73,-108.06,66,Medium,825.26,0,677.36,30.0,1.0,86.93,Poor
1.02,-97.39,42,Medium,711.1,0,730.03,26.7,6.89,100.2,Poor
2.18,-96.83,85,Low,678.49,0,606.85,26.42,27.61,57.86,Moderate
1.44,-85.22,34,Medium,540.04,0,466.15,20.61,22.93,99.49,Moderate
2.74,-68.92,82,Low,287.52,0,500.2,12.46,67.55,30.88,Good
21.41,-62.85,87,Medium,345.67,2,443.48,9.42,28.73,79.36,Moderate
19.58,-84.9,31,Low,567.8,3,470.56,20.45,21.59,31.7,Moderate
10.54,-81.52,66,Medium,464.56,1,470.07,18.76,14.02,98.51,Poor
12.34,-72.0,85,High,307.22,3,447.72,14.0,1.44,116.58,Poor
2.74,-95.94,95,High,667.06,0,678.03,25.97,1.0,129.19,Poor
25.51,-88.08,33,Low,579.32,3,529.64,22.04,11.0,32.7,Poor
1.83,-93.8,61,Low,601.81,0,644.34,24.9,41.07,45.32,Good
0.39,-87.06,53,Low,669.66,0,510.45,21.53,46.49,42.5,Good
1.84,-91.39,18,Low,593.38,0,618.22,23.7,29.31,40.08,Moderate
11.88,-114.49,40,Medium,916.61,1,744.33,30.0,1.0,104.77,Poor
12.02,-108.32,100,High,903.51,1,715.43,30.0,1.0,150.95,Poor
1.89,-62.07,42,Medium,267.26,0,469.51,9.03,56.74,67.96,Moderate
2.39,-70.4,41,Low,405.06,0,437.97,13.2,72.34,18.42,Good
1.18,-102.46,49,Medium,826.78,0,749.2,29.23,1.0,89.31,Poor
1.73,-85.23,64,Low,558.66,0,440.13,20.62,49.9,48.51,Good
0.95,-65.14,96,High,353.94,0,534.81,10.57,37.3,100.23,Poor
2.23,-100.57,29,Low,726.64,0,694.79,28.29,18.71,57.32,Moderate
9.86,-90.9,25,Low,520.3,1,719.7,23.45,30.83,50.3,Moderate
2.51,-70.86,40,High,349.59,0,415.14,13.43,24.13,115.13,Poor
2.04,-95.4,23,High,649.97,0,786.83,25.7,1.0,127.3,Poor
0.91,-96.75,15,High,771.09,0,563.93,26.37,1.0,139.74,Poor
2.5,-100.33,19,Medium,717.71,0,565.84,28.16,1.0,92.2,Poor
0.77,-59.59,23,Medium,195.31,0,440.69,7.8,58.71,71.61,Moderate
17.68,-59.5,39,Medium,192.56,3,542.97,7.75,34.12,55.45,Moderate
17.88,-95.58,63,High,673.55,2,678.98,25.79,1.0,136.33,Poor
2.34,-70.44,25,Low,342.67,0,412.91,13.22,70.56,27.5,Good
0.02,-110.47,39,Low,873.64,0,694.71,30.0,14.94,80.6,Poor
21.11,-86.07,37,High,603.61,1,535.77,21.04,1.0,128.71,Poor
23.39,-108.49,23,Low,856.68,4,670.26,30.0,1.0,61.77,Poor
19.31,-90.37,48,High,607.11,3,640.19,23.19,1.0,143.02,Poor
1.66,-92.64,45,Medium,630.96,0,804.11,24.32,11.56,98.88,Poor
26.38,-68.14,48,Low,330.68,2,567.8,12.07,32.34,46.46,Moderate
20.94,-80.18,34,High,471.38,1,517.84,18.09,1.0,128.31,Poor
11.17,-50.0,36,High,114.64,2,610.0,5.0,25.85,95.79,Moderate
13.35,-85.07,42,Low,549.13,2,555.34,20.54,22.88,50.7,Moderate
1.59,-106.1,18,Medium,877.26,0,532.15,30.0,1.0,105.77,Poor
2.61,-78.26,87,Low,349.9,0,506.51,17.13,59.94,29.07,Good
2.39,-95.14,76,Low,676.89,0,788.22,25.57,37.8,42.48,Moderate
0.36,-108.96,13,Medium,871.56,0,593.57,30.0,1.0,94.39,Poor
8.88,-67.36,30,Low,324.41,1,535.57,11.68,71.16,36.27,Good
13.65,-85.98,29,High,556.26,1,531.62,20.99,1.0,110.46,Poor
1.61,-110.55,51,Medium,973.86,0,806.25,30.0,1.0,88.68,Poor
10.02,-72.33,48,Medium,317.81,0,495.52,14.16,24.63,93.24,Moderate
2.21,-120.0,65,Low,982.95,0,700.83,30.0,1.63,71.62,Poor
20.85,-104.26,20,Low,843.9,3,707.9,30.0,1.0,66.04,Poor
1.9,-94.54,23,High,662.87,0,643.83,25.27,1.0,140.24,Poor
8.81,-74.81,39,High,430.7,1,468.59,15.41,1.0,123.19,Poor
0.71,-65.18,31,Medium,233.5,0,432.29,10.59,40.49,65.11,Moderate
8.81,-88.37,85,Medium,674.42,0,554.63,22.19,1.0,76.44,Poor
1.36,-79.17,22,High,397.88,0,526.52,17.59,7.91,116.0,Poor
0.85,-93.47,24,Low,695.75,0,691.93,24.74,37.0,48.8,Moderate
1.93,-98.59,74,Low,681.16,0,731.7,27.3,25.52,51.41,Moderate
0.64,-99.21,79,Medium,745.09,0,705.16,27.61,1.0,82.3,Poor
2.44,-90.52,21,High,686.41,0,706.5,23.26,1.0,136.99,Poor
26.74,-86.14,67,Low,422.73,4,504.17,21.07,14.12,31.98,Poor
13.14,-78.4,67,Low,493.74,3,403.39,17.2,39.08,38.68,Moderate
21.29,-100.9,23,High,736.24,2,772.76,28.45,1.0,125.87,Poor
0.17,-61.26,79,Low,293.29,0,446.67,8.63,83.39,40.55,Good
12.87,-69.5,54,Medium,400.26,3,456.52,12.75,33.91,74.25,Moderate
13.71,-82.14,54,High,472.5,1,483.99,19.07,1.0,120.78,Poor
9.31,-100.18,66,Medium,677.74,0,748.99,28.09,1.0,108.18,Poor
8.53,-85.64,25,High,634.32,1,499.22,20.82,1.0,140.33,Poor
2.75,-92.37,24,Low,670.37,0,713.08,24.19,38.97,53.98,Moderate
1.85,-78.01,44,Low,578.42,0,483.67,17.0,52.08,12.37,Good
2.54,-89.14,44,Low,591.74,0,456.91,22.57,38.02,46.65,Moderate
11.7,-103.64,84,Low,839.75,1,651.38,29.82,1.0,61.7,Poor
11.75,-98.8,36,Medium,755.12,3,771.82,27.4,1.0,91.66,Poor
18.21,-53.23,41,Low,148.16,1,573.13,5.0,69.99,17.2,Good
0.11,-83.81,27,Medium,515.47,0,510.38,19.91,26.01,70.18,Moderate
2.48,-101.62,49,High,820.63,0,653.16,28.81,1.0,155.28,Poor
1.93,-91.33,14,Low,636.39,0,585.57,23.66,38.65,53.03,Moderate
2.76,-86.83,31,Low,558.86,0,579.51,21.41,49.28,47.28,Good
0.61,-89.4,50,Medium,629.38,0,582.21,22.7,17.01,96.88,Moderate
20.9,-78.51,92,Medium,479.57,3,529.24,17.26,1.0,82.51,Poor
0.94,-73.78,42,Low,398.29,0,423.62,14.89,69.67,44.72,Good
2.61,-81.53,55,High,520.59,0,589.07,18.77,4.89,121.41,Poor
9.32,-87.31,95,Low,541.4,1,531.66,21.65,25.97,53.93,Moderate
2.04,-78.57,25,High,436.1,0,493.93,17.29,8.02,112.43,Poor
1.31,-90.29,74,Medium,613.76,0,653.9,23.14,7.98,87.74,Poor
19.33,-91.93,77,Low,656.37,3,705.64,23.97,16.5,54.5,Moderate
0.97,-89.06,99,High,514.08,0,516.96,22.53,1.0,132.95,Poor
0.67,-56.26,61,Low,235.0,0,547.13,6.13,90.96,26.11,Good
0.1,-79.24,34,Low,411.41,0,492.93,17.62,55.74,50.14,Moderate
1.54,-111.91,10,Medium,906.37,0,630.97,30.0,1.0,108.93,Poor
2.02,-82.41,97,Low,526.97,0,559.86,19.2,52.82,40.16,Good
21.39,-91.98,78,Low,678.62,1,661.55,23.99,11.57,58.05,Poor
13.69,-76.07,78,Low,507.72,3,559.1,16.03,46.29,40.06,Good
0.63,-90.69,24,High,558.79,0,731.07,23.35,1.0,133.28,Poor
2.33,-74.59,63,High,329.64,0,593.17,15.3,18.79,136.47,Poor
9.32,-77.45,51,Low,508.49,1,459.65,16.73,51.67,47.01,Good
9.04,-98.3,78,Medium,621.23,1,658.76,27.15,1.0,83.37,Poor
0.01,-78.84,73,High,423.73,0,443.71,17.42,2.61,136.86,Poor
10.75,-88.35,83,Low,545.89,1,585.2,22.18,26.01,72.91,Moderate
0.82,-78.32,44,Medium,470.54,0,491.04,17.16,38.7,77.75,Moderate
9.53,-120.0,40,Low,1027.85,1,753.77,30.0,1.0,81.26,Poor
2.25,-70.46,99,Low,311.6,0,455.0,13.23,74.62,32.36,Good
9.21,-88.62,23,Medium,635.75,0,536.55,22.31,9.63,101.5,Poor
22.81,-87.32,81,Low,538.94,4,462.92,21.66,12.97,49.73,Poor
0.73,-100.02,79,Medium,709.17,0,667.12,28.01,1.0,90.41,Poor
18.78,-79.18,35,Medium,501.81,1,490.55,17.59,11.56,71.14,Poor
2.1,-86.46,75,Medium,518.44,0,354.74,21.23,33.15,91.74,Moderate
18.01,-100.35,83,Low,850.79,2,682.71,28.17,3.93,44.51,Poor
0.89,-63.58,55,Medium,172.91,0,522.34,9.79,55.2,68.77,Moderate
1.83,-76.28,65,Low,477.75,0,441.23,16.14,61.96,39.65,Good
1.13,-93.58,16,Low,670.43,0,572.29,24.79,38.86,45.6,Moderate
0.28,-110.51,59,Low,943.22,0,627.67,30.0,18.47,75.46,Moderate
2.75,-95.93,71,Low,677.89,0,700.39,25.96,35.58,60.93,Moderate
11.81,-83.4,74,Low,501.66,1,611.1,19.7,34.3,52.51,Moderate
0.73,-109.53,83,Low,897.91,0,677.06,30.0,7.57,53.84,Poor
21.18,-81.22,14,Low,548.94,3,371.66,18.61,32.14,42.69,Moderate
9.75,-94.25,64,Low,654.02,0,627.34,25.13,16.89,54.9,Moderate
19.06,-61.0,66,Low,248.54,3,557.25,8.5,53.97,21.53,Good
8.44,-80.61,36,Low,546.98,0,540.46,18.3,43.6,36.81,Good
0.5,-85.23,92,Low,461.1,0,415.47,20.62,49.14,49.87,Good
2.22,-74.33,20,Low,342.14,0,527.97,15.16,55.21,17.43,Good
13.72,-83.65,89,Medium,487.89,1,484.19,19.83,7.77,93.34,Poor
1.9,-70.36,38,Low,377.09,0,458.72,13.18,65.76,48.5,Good
0.92,-72.29,28,High,505.54,0,504.59,14.14,25.0,110.26,Poor
21.6,-100.72,86,Medium,759.07,2,763.85,28.36,1.0,107.08,Poor
2.67,-79.71,22,Medium,412.11,0,617.83,17.86,32.55,86.59,Moderate
9.45,-84.41,90,Low,604.21,0,566.51,20.2,43.76,35.93,Good
1.6,-64.88,73,High,283.63,0,510.92,10.44,26.13,107.37,Poor
22.45,-67.72,94,Medium,277.22,4,550.37,11.86,13.42,74.96,Poor
27.57,-88.83,23,High,644.06,2,544.08,22.42,1.0,123.6,Poor
13.05,-117.12,89,Low,982.32,2,668.34,30.0,1.0,68.43,Poor
22.14,-89.12,31,Medium,569.74,3,545.9,22.56,1.0,65.84,Poor
0.15,-50.0,57,High,53.79,0,570.18,5.0,54.21,109.64,Poor
13.36,-85.82,62,Low,501.09,2,550.0,20.91,26.63,44.31,Moderate
12.02,-74.41,86,Low,402.21,3,458.41,15.21,43.51,36.16,Good
1.4,-76.94,59,Low,476.12,0,539.67,16.47,71.1,34.45,Good
0.69,-83.88,98,Medium,509.56,0,494.74,19.94,31.33,97.36,Moderate
2.64,-93.48,39,Medium,622.51,0,726.3,24.74,12.97,87.16,Poor
17.8,-97.65,96,Low,712.05,2,701.34,26.83,12.35,58.66,Poor
12.88,-108.0,57,Low,915.5,2,729.47,30.0,1.33,68.15,Poor
0.3,-88.49,78,Medium,552.93,0,557.9,22.24,22.32,87.61,Moderate
2.5,-100.57,65,Low,728.27,0,726.78,28.29,26.7,62.36,Moderate
1.16,-99.84,41,Medium,766.57,0,740.45,27.92,1.0,112.95,Poor
11.68,-94.07,26,Low,700.52,2,649.06,25.04,27.7,46.23,Moderate
0.01,-78.01,54,Medium,502.51,0,503.0,17.0,31.18,78.61,Moderate
13.18,-101.18,14,Medium,755.27,1,538.1,28.59,1.0,103.56,Poor
12.38,-111.43,73,High,859.25,3,773.77,30.0,1.0,143.23,Poor
25.42,-114.87,88,Medium,934.17,4,687.38,30.0,1.0,100.06,Poor
1.17,-71.84,31,High,363.04,0,567.41,13.92,15.92,125.62,Poor
10.26,-78.45,89,Medium,471.11,0,526.49,17.23,12.57,80.38,Poor
1.26,-76.07,13,Low,413.54,0,468.35,16.04,61.45,41.71,Good
22.25,-85.26,74,Low,529.56,3,589.54,20.63,14.47,34.42,Poor
10.12,-68.2,55,Low,355.29,0,427.57,12.1,60.54,30.78,Good
16.78,-108.73,25,High,784.5,2,730.26,30.0,1.0,139.18,Poor
11.75,-80.12,53,Low,538.31,1,519.71,18.06,32.65,37.25,Moderate
8.56,-78.79,34,Medium,393.65,0,449.14,17.39,23.92,71.3,Moderate
12.4,-74.46,76,High,464.87,3,526.17,15.23,1.0,116.41,Poor
19.8,-89.78,24,Low,666.56,3,522.71,22.89,21.74,30.78,Moderate
22.59,-86.4,56,Medium,529.53,4,377.52,21.2,1.0,94.62,Poor
23.95,-61.71,68,High,294.48,4,488.61,8.86,1.0,115.17,Poor
17.45,-86.56,87,Low,619.33,1,477.58,21.28,27.97,42.74,Moderate
22.18,-77.68,75,High,441.58,1,503.37,16.84,1.0,110.17,Poor
0.87,-84.04,16,Low,468.49,0,442.33,20.02,46.42,49.39,Good
